RowNumber,CreditScore,Geography,Age,Balance,IsActiveMember,EstimatedSalary,Exited,Complain
610,698,3,51,111018.98,0,86410.28,0,0
611,495,1,30,129755.99,0,172749.65,0,0
612,650,1,27,0,0,1002.39,0,0
613,605,1,64,129555.7,1,13601.79,0,0
614,667,2,38,87202.38,1,77866.91,0,0
615,688,3,26,146133.39,1,175296.76,0,0
616,727,2,31,0,0,121751.04,1,1
617,754,2,39,170184.99,0,89593.26,0,0
618,612,3,62,140745.33,0,193437.89,1,1
619,546,2,42,139070.51,1,86945,0,0
620,673,2,37,0,1,183318.79,0,0
621,593,1,35,114193.24,0,71154.1,0,0
622,656,2,40,167878.5,1,151887.16,0,0
623,535,3,53,141616.55,1,75888.65,0,0
624,678,3,36,145747.67,1,89566.74,0,0
625,477,2,48,129120.64,1,26475.79,0,0
626,850,2,35,110349.82,0,126355.8,0,0
627,427,1,29,141325.56,1,93839.3,0,0
628,752,1,49,78653.84,0,7698.6,0,0
629,649,1,47,0,1,145593.85,0,0
630,799,2,28,142253.65,0,45042.56,0,0
631,589,1,61,0,0,61108.56,1,1
632,583,3,54,115988.86,0,57553.98,1,1
633,839,2,33,75592.43,0,62674.42,0,0
634,540,3,44,164113.04,1,12120.79,0,0
635,850,1,31,67996.23,0,50129.87,1,1
636,696,2,51,0,0,55022.43,0,0
637,660,2,33,0,0,117834.91,0,0
638,682,1,48,138778.15,1,168840.23,0,0
639,744,1,43,147832.15,1,24234.11,0,0
640,785,1,36,135438.4,0,190627.01,0,0
641,752,2,48,116060.08,0,156618.38,1,1
642,706,1,29,112564.62,0,42334.38,0,0
643,583,1,27,125406.58,1,110784.42,0,0
644,660,3,39,135134.99,0,173683,1,1
645,819,1,39,133102.92,0,27046.46,1,1
646,673,1,34,42157.08,0,20598.59,1,1
647,752,1,30,0,1,104991.28,0,0
648,578,1,38,82259.29,0,8996.97,0,0
649,438,1,36,0,0,64420.5,0,0
650,652,1,38,0,1,145700.22,0,0
651,629,1,49,0,1,196335.48,0,0
652,720,1,52,0,1,14781.12,0,0
653,668,1,42,150461.07,0,108139.23,0,0
654,459,3,48,133994.52,1,19287.06,1,1
655,729,2,31,164870.81,1,9567.39,0,0
656,498,3,25,121702.73,1,132210.49,0,0
657,549,2,25,193858.2,1,21600.11,0,0
658,601,3,54,131039.97,1,199661.5,0,0
659,544,1,64,113829.45,1,124341.49,0,0
660,751,1,30,0,0,15766.1,0,0
661,632,3,41,81877.38,1,33642.21,0,0
662,694,2,57,116326.07,1,117704.65,0,0
663,678,1,31,0,1,58803.28,0,0
664,695,1,46,0,1,137537.22,0,0
665,661,1,41,0,1,131300.68,0,0
666,661,1,33,0,1,84174.81,0,0
667,559,1,31,127070.73,1,160941.78,0,0
668,503,1,29,0,1,143954.99,0,0
669,695,2,46,122549.64,1,56297.85,0,0
670,640,1,42,176099.13,1,8404.73,0,0
671,624,3,48,122388.38,0,30020.09,0,0
672,667,1,42,0,1,58137.42,0,0
673,642,1,26,0,0,47472.68,0,0
674,640,2,32,118879.35,1,19131.71,0,0
675,529,2,35,0,1,187288.5,0,0
676,563,1,39,0,1,17603.81,0,0
677,593,2,38,88736.44,0,67020.03,0,0
678,739,3,45,102703.62,1,147802.94,1,1
679,788,2,70,0,1,41610.62,0,0
680,684,2,38,0,0,44255.65,0,0
681,482,1,55,97318.25,1,78416.14,0,0
682,591,2,58,128468.69,1,137254.55,0,0
683,651,3,41,133432.59,1,151303.48,0,0
684,749,3,40,141782.57,0,86333.63,0,0
685,583,1,24,135125.28,0,89801.9,0,0
686,661,2,42,178820.91,0,29358.57,1,1
687,715,1,31,112212.14,1,181600.72,0,0
688,769,3,45,126674.81,0,124118.71,1,1
689,625,1,51,136294.97,0,38867.46,1,1
690,641,1,36,66392.64,0,31106.67,0,0
691,716,3,27,122552.34,0,67611.36,0,0
692,767,1,43,76408.85,0,77837.63,0,0
693,745,3,36,145071.24,0,6078.46,0,0
694,589,1,34,0,1,177896.92,0,0
695,796,1,45,109730.22,1,123882.73,0,0
696,664,1,57,0,1,15304.08,0,0
697,445,2,62,64119.38,1,76569.64,1,1
698,543,3,57,106138.33,1,120657.32,1,1
699,746,2,36,0,1,16436.56,0,0
700,742,3,33,181656.51,1,107667.91,0,0
701,750,1,32,0,0,95611.47,0,0
702,669,1,30,95128.86,0,19799.26,0,0
703,594,2,49,126615.94,1,123214.74,0,0
704,574,2,36,0,1,71709.12,0,0
705,659,3,36,76190.48,1,149066.14,0,0
706,750,3,40,168286.81,0,20451.99,1,1
707,626,3,35,88109.81,1,32825.5,0,0
708,620,1,42,0,0,6232.31,0,0
709,580,1,35,0,1,10357.03,0,0
710,686,1,34,123971.51,0,147794.63,0,0
711,540,1,48,148116.48,0,116973.48,0,0
712,634,3,35,116269.01,0,129964.94,0,0
713,632,2,38,120599.21,0,92816.86,0,0
714,501,1,41,144260.5,0,172114.67,0,0
715,650,2,25,86605.5,0,16649.31,1,1
716,786,1,34,0,0,144517.19,0,0
717,554,3,37,58629.97,0,182038.6,0,0
718,701,2,42,0,0,24210.56,0,0
719,474,1,45,0,0,172175.9,0,0
720,621,1,43,0,1,47578.45,0,0
721,672,2,56,209767.31,1,150694.42,1,1
722,459,2,42,129634.25,1,177683.02,1,1
723,669,1,23,0,0,66088.83,0,0
724,776,1,38,169824.46,0,169291.7,0,0
725,694,1,36,97530.25,1,117140.41,0,0
726,787,1,42,145988.65,1,79510.37,0,0
727,580,1,37,0,1,77108.66,0,0
728,711,1,25,0,1,9679.28,0,0
729,673,1,40,137494.28,0,81753.92,0,0
730,499,1,57,0,0,131372.38,1,1
731,591,1,24,147360,1,25310.82,0,0
732,769,1,25,0,0,187925.75,0,0
733,657,2,31,125167.02,0,98820.39,0,0
734,738,3,43,121152.05,0,64166.7,1,1
735,545,3,60,128981.07,1,176924.21,1,1
736,497,1,47,0,1,90055.08,0,0
737,816,2,67,151858.98,1,72814.31,0,0
738,525,1,36,114628.4,1,168290.06,0,0
739,725,1,46,0,0,161767.38,0,0
740,692,1,28,95059.02,0,44420.18,0,0
741,618,1,24,128736.39,1,37147.61,0,0
742,546,1,24,156325.38,1,125381.02,0,0
743,635,1,29,105405.97,1,149853.89,0,0
744,611,1,49,88915.37,0,161435.02,1,1
745,650,1,60,0,1,102925.76,0,0
746,606,1,40,0,1,70899.27,0,0
747,844,1,18,160980.03,0,145936.28,0,0
748,450,2,46,177619.71,0,54227.06,0,0
749,727,2,38,62276.99,1,59280.79,0,0
750,460,3,46,127559.97,1,126952.5,0,0
751,649,1,41,0,1,130567.02,0,0
752,758,3,47,95523.16,0,73294.48,0,0
753,490,1,35,107749.03,1,3937.37,0,0
754,815,3,37,110777.26,0,2383.59,0,0
755,838,2,39,166733.92,0,14279.44,0,0
756,803,1,31,157120.86,0,141300.53,0,0
757,664,3,36,127160.78,0,78140.75,0,0
758,736,2,28,0,1,117431.1,0,0
759,633,1,37,156091.97,0,72008.61,0,0
760,664,1,58,98668.18,1,60887.58,0,0
761,600,1,43,134022.06,0,194764.83,0,0
762,693,1,35,124151.09,0,88705.14,1,1
763,663,3,36,77253.5,0,35817.97,1,1
764,742,3,21,114292.48,0,31520.4,0,0
765,710,3,43,140080.32,1,157908.19,1,1
766,710,2,27,135277.96,0,142200.15,0,0
767,700,1,82,0,1,182055.36,0,0
768,720,3,60,115920.62,0,157552.08,1,1
769,684,2,41,119782.72,0,120284.67,0,0
770,531,1,63,114715.71,1,24506.95,1,1
771,742,3,36,129748.54,0,47271.61,1,1
772,717,1,31,129722.57,0,41176.6,0,0
773,589,1,32,0,1,9468.64,0,0
774,767,1,36,139180.2,0,123880.19,0,0
775,636,3,49,113599.74,0,158887.09,1,1
776,648,1,33,134944,1,117036.38,0,0
777,622,3,58,116922.25,0,120415.61,1,1
778,692,2,28,118945.09,0,16064.25,1,1
779,754,1,28,0,1,52615.62,0,0
780,679,2,35,119182.73,0,121210.09,0,0
781,639,1,27,0,0,192247.35,0,0
782,774,1,28,71264.02,1,68759.57,0,0
783,517,1,41,0,1,75937.47,0,0
784,571,1,35,0,0,84569.13,0,0
785,747,3,58,116313.57,1,190696.35,1,1
786,792,2,36,92140.15,1,67468.67,0,0
787,688,1,26,0,1,104435.94,0,0
788,714,3,42,177640.09,1,47166.55,0,0
789,562,2,35,0,0,119899.52,0,0
790,704,2,48,167997.6,1,173498.45,0,0
791,698,1,36,82275.35,1,93249.26,0,0
792,611,1,49,0,1,142917.54,0,0
793,850,3,48,111962.99,0,111755.8,0,0
794,743,3,34,131736.88,1,108543.21,0,0
795,654,1,29,0,0,180345.44,0,0
796,761,3,36,108239.11,0,99444.02,0,0
797,702,1,46,98444.19,1,109563.28,0,0
798,488,3,32,114540.38,0,92568.07,0,0
799,683,1,35,187530.66,1,37976.36,0,0
800,601,3,42,133636.16,1,103315.74,0,0
801,605,1,52,0,1,173952.5,0,0
802,671,3,44,84745.03,1,34673.98,0,0
803,614,3,31,120599.38,1,46163.44,0,0
804,511,2,29,0,1,140676.98,0,0
805,850,1,39,127771.35,1,151738.54,0,0
806,790,2,46,0,0,14679.81,1,1
807,793,1,33,0,0,175544.02,0,0
808,628,1,69,0,1,181964.6,0,0
809,598,3,53,167772.96,1,136886.86,0,0
810,657,1,37,95845.6,0,122218.23,0,0
811,618,1,35,0,0,180439.75,0,0
812,681,2,65,134714.7,1,190419.81,0,0
813,516,2,33,0,1,58685.59,0,0
814,421,3,28,122384.22,1,89017.38,1,1
815,700,1,26,0,0,50051.42,0,0
816,745,1,25,157993.15,0,146041.45,0,0
817,696,1,29,0,0,191166.09,0,0
818,580,3,42,123331.36,0,103516.08,1,1
819,497,2,27,75263.16,1,164825.04,0,0
820,720,1,43,137824.03,0,172557.77,0,0
821,659,3,36,132578.92,0,84320.94,0,0
822,841,1,36,156021.31,0,122662.98,0,0
823,642,2,34,0,0,72085.1,0,0
824,732,2,69,137453.43,1,110932.24,1,1
825,600,2,36,0,0,143635.36,0,0
826,464,3,33,164284.72,1,3710.34,0,0
827,680,1,47,0,1,179843.33,0,0
828,758,2,56,0,1,10643.38,0,0
829,630,3,31,112373.49,1,131167.98,0,0
830,577,1,39,0,0,10553.31,0,0
831,684,1,34,0,1,130928.22,0,0
832,708,2,41,0,1,157003.99,0,0
833,732,3,29,154333.82,1,138527.56,0,0
834,634,3,37,111432.77,1,167032.49,0,0
835,633,1,30,0,0,41642.29,0,0
836,559,1,34,137390.11,0,9677,0,0
837,694,2,37,0,1,147012.22,0,0
838,686,3,56,111642.08,1,80553.87,0,0
839,553,2,48,0,1,30730.95,1,1
840,507,1,36,83543.37,0,140134.43,0,0
841,732,3,50,145338.76,0,91936.1,1,1
842,818,1,31,186796.37,0,178252.63,0,0
843,660,3,35,58641.43,1,198674.08,0,0
844,773,2,41,0,0,28266.9,1,1
845,640,1,44,137148.68,0,92381.01,0,0
846,505,1,49,80001.23,0,135180.11,0,0
847,714,3,21,86402.52,0,27330.59,0,0
848,468,1,42,0,0,125305.34,0,0
849,611,2,51,122874.74,1,149648.45,0,0
850,705,1,25,97544.29,1,59887.15,0,0
851,646,3,46,170826.55,0,45041.32,0,0
852,667,3,48,97133.92,0,113316.77,1,1
853,511,3,41,153895.65,1,39087.42,0,0
854,653,1,43,0,1,7330.59,0,0
855,675,1,57,0,1,95463.29,0,0
856,523,2,32,0,0,167848.02,0,0
857,567,3,49,134956.02,0,93953.84,1,1
858,741,2,39,143637.58,1,174227.66,0,0
859,456,2,32,147506.25,1,135399.21,0,0
860,598,1,64,0,0,195635.3,1,1
861,667,1,43,190227.46,0,97508.04,1,1
862,548,1,32,172448.77,0,188083.77,1,1
863,725,1,41,113980.21,1,116704.25,0,0
864,717,1,53,0,1,97614.87,0,0
865,594,1,38,0,0,186884.04,0,0
866,678,3,25,76968.12,1,131501.72,0,0
867,545,1,38,88293.13,1,24302.95,0,0
868,636,1,48,170833.46,0,110510.28,1,1
869,603,3,44,108122.39,0,108488.33,1,1
870,435,1,36,0,1,197015.2,0,0
871,535,1,40,0,1,27689.77,0,0
872,629,3,45,129818.39,0,9217.55,1,1
873,722,1,35,163943.89,1,15068.18,0,0
874,561,1,28,0,0,7797.01,0,0
875,645,1,38,101430.3,1,4400.32,0,0
876,501,1,39,117301.66,0,182025.95,0,0
877,502,3,32,173340.83,1,122763.95,0,0
878,652,2,42,0,1,38152.01,0,0
879,574,1,33,134348.57,0,63163.99,0,0
880,518,1,45,105525.65,1,73418.29,0,0
881,749,1,60,0,0,17978.68,1,1
882,679,1,43,0,0,115136.51,1,1
883,565,1,36,106192.1,0,149575.59,0,0
884,643,1,45,45144.43,0,60917.24,1,1
885,515,1,65,92113.61,1,142548.33,0,0
886,521,1,25,0,1,157878.67,0,0
887,739,2,38,128366.44,0,12796.43,0,0
888,585,1,42,0,1,18657.77,0,0
889,733,3,74,106545.53,1,134589.58,0,0
890,542,1,43,145618.37,1,10350.74,0,0
891,788,2,37,141541.25,0,66013.27,0,0
892,435,3,32,57017.06,1,5907.11,0,0
893,577,1,42,0,0,74077.91,0,0
894,703,1,51,0,1,77294.56,1,1
895,728,3,35,125884.95,0,54359.02,1,1
896,728,3,32,61825.5,1,156124.93,0,0
897,718,1,35,0,0,94820.85,0,0
898,621,1,40,0,0,155155.25,0,0
899,523,1,40,102967.41,0,128702.1,1,1
900,657,3,25,171770.55,0,22745.5,0,0
901,727,3,40,93051.64,0,71865.31,1,1
902,643,1,36,161064.64,1,84294.82,0,0
903,645,1,48,90612.34,1,149139.13,0,0
904,568,1,28,145105.64,0,185489.11,0,0
905,599,1,58,0,0,176407.15,1,1
906,672,1,45,0,1,92027.69,1,1
907,685,1,33,174912.72,1,43932.54,0,0
908,516,1,46,104947.72,0,115789.25,1,1
909,685,2,31,135213.71,1,125777.28,0,0
910,806,2,25,0,0,18461.9,0,0
911,604,1,36,116229.85,1,79633.38,0,0
912,648,2,53,111201.41,1,121542.29,0,0
913,545,2,32,0,0,94739.2,0,0
914,756,3,27,131899,0,93302.29,0,0
915,569,1,35,124525.52,1,193793.78,0,0
916,596,1,47,0,0,74835.65,0,0
917,475,1,39,0,1,56999.9,1,1
918,646,1,45,47134.75,1,57236.44,0,0
919,784,2,35,0,0,81483.64,0,0
920,552,2,45,0,0,26752.56,0,0
921,729,1,44,0,1,9200.54,0,0
922,609,2,61,0,0,22447.85,1,1
923,555,1,51,0,0,189122.89,1,1
924,572,3,19,138657.08,1,16161.82,0,0
925,785,1,34,70302.48,1,68600.36,0,0
926,714,3,36,101609.01,1,447.73,0,0
927,738,2,35,0,1,15650.73,0,0
928,639,3,38,130170.82,1,149599.62,0,0
929,520,3,61,133802.29,1,90304.01,0,0
930,764,1,24,106234.02,0,115676.38,0,0
931,661,2,39,132628.98,0,38812.67,0,0
932,564,3,41,103522.75,1,34338.21,0,0
933,708,3,42,192390.52,0,823.36,0,0
934,512,2,36,0,1,135482.26,1,1
935,592,2,37,0,1,10656.89,0,0
936,619,1,38,0,1,116467.35,0,0
937,775,1,52,109922.61,1,96823.32,1,1
938,850,3,44,128605.32,1,171096.2,0,0
939,577,1,37,0,1,79881.39,0,0
940,724,1,37,68598.56,0,157862.82,0,0
941,710,2,35,106518.52,1,127951.81,0,0
942,696,1,31,0,0,191074.11,0,0
943,376,1,46,0,0,157333.69,1,1
944,675,3,29,121326.42,0,133457.52,0,0
945,745,1,36,67226.37,0,130789.6,0,0
946,697,2,25,82931.85,1,128373.88,0,0
947,599,2,39,0,0,194273.2,1,1
948,715,1,38,118590.41,1,5684.17,1,1
949,659,1,67,145981.87,1,131043.2,0,0
950,684,1,48,73309.38,0,21228.34,1,1
951,635,1,48,130796.33,1,43250.3,0,0
952,789,3,33,151607.56,0,4389.4,0,0
953,571,3,66,111577.01,1,189271.9,0,0
954,694,2,39,107042.74,1,102284.2,0,0
955,665,2,42,156371.61,1,156774.94,1,1
956,706,1,44,129605.99,0,69865.49,0,0
957,807,2,43,0,1,85523.24,0,0
958,771,2,67,0,1,51219.8,0,0
959,531,2,27,132576.25,0,7222.92,0,0
960,629,1,37,129101.3,1,23971.33,0,0
961,850,3,31,108822.4,1,132173.31,0,0
962,685,2,35,137948.51,0,113639.64,0,0
963,642,2,32,100433.8,1,39768.59,0,0
964,529,2,63,96134.11,0,108732.96,1,1
965,683,3,43,115888.04,1,117349.19,1,1
966,663,1,42,124626.07,1,78004.5,0,0
967,563,1,34,139810.34,1,152417.79,0,0
968,637,2,34,0,0,26057.08,0,0
969,544,1,37,84496.71,0,79972.09,0,0
970,649,3,70,116854.71,1,107125.79,0,0
971,638,1,48,138333.03,1,47679.14,0,0
972,723,1,25,0,1,134509.47,0,0
973,635,3,43,78992.75,0,153265.31,0,0
974,750,2,38,97257.41,1,179883.04,0,0
975,730,1,34,122453.37,0,138882.98,0,0
976,750,2,36,112940.07,1,9855.81,0,0
977,586,1,43,132558.26,0,67046.83,1,1
978,520,1,38,0,0,56388.63,0,0
979,652,1,48,133297.24,0,77764.37,0,0
980,550,1,46,0,0,130590.35,0,0
981,594,1,27,197041.8,0,151912.49,0,0
982,749,3,44,71497.79,0,151083.8,0,0
983,668,1,32,0,1,777.37,0,0
984,614,3,35,128100.28,0,69454.24,1,1
985,773,1,25,124532.78,1,11723.57,0,0
986,551,3,31,82293.82,1,91565.25,0,0
987,566,1,36,142120.91,0,79616.37,0,0
988,569,2,34,151839.26,0,102299.81,1,1
989,659,2,31,149620.88,1,104533.51,0,0
990,722,1,49,168197.66,0,140765.57,1,1
991,655,1,37,93147,0,66214.13,0,0
992,615,1,35,97440.02,1,139816.1,0,0
993,752,3,42,65046.08,1,140139.28,0,0
994,661,2,28,95357.49,0,102297.15,0,0
995,838,2,43,123105.88,0,145765.83,0,0
996,610,2,29,0,1,83912.24,0,0
997,811,2,44,0,1,78439.73,0,0
998,587,2,62,121286.27,1,6776.92,0,0
999,811,3,28,167738.82,1,9903.42,0,0
1000,759,1,38,104091.29,0,91561.91,0,0
1001,648,3,42,121980.56,0,4027.02,0,0
1002,788,1,43,0,1,116111.51,0,0
1003,725,3,39,50880.98,1,184023.54,0,0
1004,646,1,42,175159.9,0,67124.48,1,1
1005,601,3,26,105514.69,0,50070.59,0,0
1006,521,3,52,116497.31,0,53793.1,1,1
1007,561,2,33,0,0,45261.47,0,0
1008,564,1,42,99824.45,1,36721.4,0,0
1009,444,1,45,0,0,130009.85,1,1
1010,650,2,71,0,1,175380.77,0,0
1011,724,1,40,0,0,127847.25,1,1
1012,719,2,35,122964.88,1,138231.7,0,0
1013,548,1,29,0,1,48673.18,0,0
1014,635,2,24,0,1,70668.77,0,0
1015,496,2,43,0,1,199505.53,0,0
1016,676,1,37,89634.69,1,169583.18,1,1
1017,541,3,40,95710.11,0,49063.42,0,0
1018,778,3,41,139706.31,0,63337.19,0,0
1019,850,3,45,103909.86,0,60083.11,1,1
1020,633,1,31,0,0,48606.71,0,0
1021,625,1,49,173434.9,0,165580.93,1,1
1022,485,2,32,102238.01,1,194010.12,0,0
1023,547,1,48,179380.74,1,69263.1,0,0
1024,642,1,32,0,1,88698.83,0,0
1025,718,1,25,108691.95,0,63030.97,0,0
1026,582,1,32,0,0,59668.81,0,0
1027,628,1,33,0,0,184230.23,0,0
1028,737,3,35,133377.8,1,64050.19,0,0
1029,828,2,34,0,1,81853.98,0,0
1030,609,2,53,0,1,154642.91,0,0
1031,730,1,39,116537.6,0,145679.6,0,0
1032,631,1,22,0,0,30781.77,0,0
1033,830,2,40,0,1,81622.52,0,0
1034,645,1,29,130131.08,1,196474.35,0,0
1035,663,1,46,0,1,176276.1,0,0
1036,678,2,30,0,0,35113.08,0,0
1037,521,1,30,107316.09,0,64299.82,0,0
1038,625,1,24,0,1,180969.55,0,0
1039,523,1,30,83181.29,1,138176.78,0,0
1040,714,1,72,0,1,86733.61,0,0
1041,580,2,67,153946.14,1,7418.92,0,0
1042,722,1,30,0,0,166376.54,0,0
1043,630,2,39,135483.17,0,140881.2,1,1
1044,579,1,35,0,0,4460.2,0,0
1045,670,1,38,119624.54,1,110472.12,0,0
1046,588,2,34,121132.26,0,86460.28,0,0
1047,807,2,42,0,0,16500.66,1,1
1048,726,1,48,0,0,114020.06,1,1
1049,812,3,25,54817.55,0,131660.31,0,0
1050,631,3,40,107949.45,0,52449.62,1,1
1051,682,1,30,0,1,161465.31,0,0
1052,625,2,49,80816.45,1,20018.79,0,0
1053,607,3,38,98205.77,0,176318.27,0,0
1054,600,2,50,94684.27,1,50488.91,0,0
1055,602,2,22,141604.76,0,30379.6,0,0
1056,545,2,74,0,1,161326.73,0,0
1057,675,2,33,0,0,45348.08,0,0
1058,581,1,47,122949.14,0,180251.68,1,1
1059,640,3,33,81677.22,0,34925.56,0,0
1060,850,1,38,80293.98,0,126555.74,0,0
1061,490,2,48,155413.06,0,187921.3,0,0
1062,710,2,38,0,1,136390.88,0,0
1063,613,3,38,67111.65,0,78566.64,1,1
1064,812,1,34,103818.43,1,166038.27,0,0
1065,723,1,20,0,1,140385.33,0,0
1066,512,1,36,152169.12,0,38629.3,1,1
1067,731,1,52,0,1,24998.75,1,1
1068,650,3,26,214346.96,0,128815.33,0,0
1069,594,1,57,0,0,19376.56,1,1
1070,844,1,40,113348.14,0,31904.31,1,1
1071,686,3,47,170935.94,0,173179.79,1,1
1072,695,3,52,103023.26,1,22485.64,0,0
1073,624,2,23,0,1,196668.51,0,0
1074,503,2,37,0,0,136506.86,0,0
1075,535,1,31,111855.04,1,36278.89,0,0
1076,743,3,32,140348.56,1,163254.39,0,0
1077,702,2,39,0,0,99654.13,0,0
1078,658,1,29,145512.84,0,20207.02,0,0
1079,677,3,41,146720.98,1,4195.84,0,0
1080,664,1,32,107209.73,1,112340.2,0,0
1081,766,3,38,130933.74,1,2035.94,0,0
1082,461,2,35,0,0,132295.95,0,0
1083,688,2,36,89772.3,0,177383.68,1,1
1084,678,1,32,0,0,90284.47,0,0
1085,796,1,24,0,0,61349.37,0,0
1086,803,1,42,0,0,196466.83,1,1
1087,712,1,36,100749.5,0,70758.37,1,1
1088,498,1,31,0,0,13892.57,0,0
1089,850,2,22,0,1,9684.52,0,0
1090,628,1,51,123981.31,1,40546.15,0,0
1091,539,3,34,91622.42,1,136603.42,0,0
1092,732,1,36,126195.81,1,133172.48,0,0
1093,715,1,41,94267.9,1,152821.12,1,1
1094,651,1,40,0,1,147715.83,0,0
1095,813,1,34,0,0,43169.15,0,0
1096,692,1,29,0,0,76755.99,1,1
1097,756,3,39,100717.85,1,73406.04,1,1
1098,543,1,36,0,0,176728.28,0,0
1099,790,1,26,141581.71,0,98309.27,0,0
1100,494,2,38,0,1,6203.66,0,0
1101,850,1,39,148586.64,1,176791.27,0,0
1102,703,2,29,0,0,50679.48,0,0
1103,432,2,38,0,0,150580.88,0,0
1104,512,3,32,123403.85,0,80120.19,0,0
1105,589,1,28,0,0,151645.96,0,0
1106,514,1,46,106511.85,0,55072.32,0,0
1107,678,1,38,0,0,115068.99,0,0
1108,420,3,34,135549.9,0,149471.13,1,1
1109,679,3,38,110555.37,0,46522.68,0,0
1110,595,1,31,0,0,189995.86,0,0
1111,713,1,52,185891.54,1,46369.57,1,1
1112,833,3,59,130854.59,1,30722.52,1,1
1113,690,1,42,92578.14,0,70810.6,0,0
1114,731,3,21,132312.06,0,106663.46,1,1
1115,608,1,62,144976.5,0,175836.03,1,1
1116,479,2,48,87070.23,1,85646.41,0,0
1117,519,1,42,0,1,101485.72,0,0
1118,731,1,47,115414.19,0,191734.67,1,1
1119,617,2,61,91070.43,1,101839.77,0,0
1120,756,2,29,117412.19,0,4888.91,0,0
1121,848,3,31,90018.45,0,193132.98,0,0
1122,809,1,24,0,0,193518.76,0,0
1123,698,3,56,112414.81,0,93982.02,1,1
1124,779,3,33,158456.76,1,197000.92,1,1
1125,606,2,35,0,0,106837.06,1,1
1126,612,3,58,149641.53,1,115161.28,0,0
1127,663,2,33,122528.18,0,196260.3,0,0
1128,549,3,45,143734.01,1,96404.38,0,0
1129,675,1,32,155663.31,0,97658.66,0,0
1130,669,1,35,0,1,49108.23,1,1
1131,571,3,34,101736.66,1,195651.66,0,0
1132,500,2,37,125822.21,0,111698,0,0
1133,628,1,37,0,1,171707.93,0,0
1134,559,1,34,0,1,66721.98,0,0
1135,769,1,27,0,1,57876.05,0,0
1136,733,3,31,157791.07,0,177994.81,0,0
1137,750,1,22,0,1,105125.65,0,0
1138,583,1,42,0,0,17439.66,0,0
1139,468,3,42,181627.14,0,172668.39,0,0
1140,727,2,57,109679.72,1,753.37,0,0
1141,618,1,37,96652.86,0,98686.4,1,1
1142,617,1,40,190008.32,1,107047.92,0,0
1143,793,2,41,0,0,152153.74,0,0
1144,630,1,43,0,1,34338.04,0,0
1145,765,3,43,148962.76,1,173878.87,1,1
1146,546,1,28,0,0,159254.29,0,0
1147,614,3,30,131344.52,0,54776.64,0,0
1148,593,3,29,101713.84,0,134594.99,0,0
1149,613,2,34,0,1,41724.72,0,0
1150,655,1,38,0,0,110527.71,0,0
1151,700,1,27,137963.07,0,8996.79,0,0
1152,826,2,29,129938.07,1,190200.53,0,0
1153,652,3,45,151421.44,1,115333.43,0,0
1154,755,3,45,135643,0,143619.52,1,1
1155,538,2,39,122773.5,1,58467.08,0,0
1156,729,1,34,152303.8,0,12128.69,0,0
1157,615,1,49,0,1,49872.33,0,0
1158,700,2,54,79415.67,1,139735.54,0,0
1159,434,3,58,125801.03,0,60891.8,1,1
1160,729,2,37,0,0,100862.54,0,0
1161,513,1,35,0,0,76640.29,1,1
1162,755,1,41,104817.41,0,126013.58,1,1
1163,615,1,30,0,0,87347.82,0,0
1164,747,3,32,67495.04,1,77370.37,0,0
1165,850,1,36,164850.54,1,62722.44,0,0
1166,712,3,49,154776.42,0,196257.68,0,0
1167,622,3,28,143124.63,0,81723.8,0,0
1168,548,1,35,0,1,31299.71,0,0
1169,607,1,27,0,0,63495.86,0,0
1170,653,1,38,102133.38,1,166520.96,0,0
1171,699,2,26,79932.41,0,150242.44,0,0
1172,693,3,40,120711.73,0,27345.18,1,1
1173,647,3,43,122717.53,1,87000.39,0,0
1174,478,2,36,92363.3,0,44912.7,0,0
1175,705,2,40,203715.15,0,179978.68,1,1
1176,719,2,39,0,0,145759.7,0,0
1177,726,1,34,0,0,14121.61,0,0
1178,626,1,21,0,0,66232.23,0,0
1179,552,1,49,0,1,190296.76,1,1
1180,807,3,31,93460.47,0,172782.69,0,0
1181,621,1,34,0,1,99128.13,0,0
1182,651,3,24,40224.7,1,178341.33,0,0
1183,673,1,43,168069.73,1,146992.24,1,1
1184,652,1,36,0,1,151314.98,0,0
1185,584,3,47,130538.77,0,92915.84,0,0
1186,756,1,37,132623.6,1,58974,0,0
1187,670,1,35,103465.02,1,174627.06,0,0
1188,765,1,50,126547.8,1,79579.94,1,1
1189,528,1,30,128262.72,0,50771.16,0,0
1190,701,1,40,169742.64,1,153537.55,1,1
1191,797,1,29,0,1,132975.39,0,0
1192,639,3,27,150795.81,1,85208.93,0,0
1193,785,2,61,129855.72,0,170214.82,1,1
1194,363,2,28,146098.43,0,100615.14,1,1
1195,764,1,24,0,0,186105.99,0,0
1196,676,1,43,0,1,55119.53,0,0
1197,718,3,28,65643.3,0,28760.99,0,0
1198,590,2,34,0,0,171021.44,0,0
1199,584,1,38,104584.16,0,176678.72,0,0
1200,645,1,41,0,1,28667.56,0,0
1201,772,3,30,99785.28,0,197238.03,0,0
1202,399,3,46,127655.22,0,139994.68,1,1
1203,529,1,22,0,0,151169.83,0,0
1204,463,1,35,101257.16,1,118113.64,0,0
1205,630,1,40,0,1,34453.17,0,0
1206,780,1,76,121313.88,1,64872.33,0,0
1207,584,2,32,0,0,10956.82,0,0
1208,752,3,30,81523.38,1,36885.85,0,0
